Gender|Age_Scaled|Salary_Transformed_Scaled|Purchased
0|0.3194914177538505|-0.44307174684437006|0
0|0.12846515900715358|-0.12158115838448774|0
1|0.415004547127199|-0.001009782433330805|0
1|-1.1132055228463764|-1.1654762169400295|0
1|-0.7311530053529826|-1.9276998387739412|0
0|-1.1132055228463764|0.523340071980836|0
1|-0.6356398759796341|-0.21483351666312644|0
1|-0.4446136172329372|-1.2092642133620666|0
1|-0.7311530053529826|0.6000400806355956|0
0|-1.5907711697131186|0.08681604219981309|0
0|-0.9221792640996795|-0.3107231393860048|0
1|-1.3997449109664217|-0.060779719182830434|0
0|-1.6862842990864673|0.4713836341205812|0
1|-0.7311530053529826|1.078442165184506|1
0|-0.9221792640996795|-0.18346662545504122|0
1|-1.7817974284598157|-1.4896447506190582|0
1|-1.7817974284598157|0.5490683720498095|0
0|-1.8773105578331641|0.08681604219981309|0
1|-0.25358735848624026|-0.18346662545504122|0
1|-0.7311530053529826|0.6503841854402429|0
0|-0.34910048785958875|-1.4896447506190582|0
0|-1.3042317815930733|0.6503841854402429|0
0|-1.017692393473028|0.8219471196863845|1
0|0.3194914177538505|-1.2538201979755998|0
1|-0.826666134726331|-0.12158115838448774|0
1|-1.6862842990864673|0.2564079856104718|0
0|-1.1132055228463764|-2.0539219481360615|0
1|0.3194914177538505|-0.6525553486936715|0
1|-0.6356398759796341|0.31128123836745286|0
0|-0.15807422911289182|-0.47702549141390754|0
1|0.22397828838050202|-0.5811414900029471|0
0|-0.6356398759796341|-2.0539219481360615|0
1|0.7970570646205928|-0.18346662545504122|0
1|-0.826666134726331|0.28394318056294604|0
1|-1.1132055228463764|-1.2538201979755998|0
0|-0.5401267466062857|1.6732124921866964|1
1|-0.5401267466062857|0.9169654119475187|1
1|-1.2087186522197249|0.675327676844211|0
0|-0.06256109973954335|-1.1224195736009757|0
1|-0.25358735848624026|-0.9170050190306042|0
0|-0.4446136172329372|0.11562575622638724|0
0|-1.8773105578331641|0.5746340747591703|0
0|-1.4952580403397702|-0.3107231393860048|0
0|-0.25358735848624026|0.17257770464561564|0
1|-0.826666134726331|1.9266238654073704|1
0|-0.826666134726331|-0.5811414900029471|0
1|-1.5907711697131186|0.6252892058178371|0
1|-0.34910048785958875|1.2561632528769242|0
0|-1.1132055228463764|1.321084121944176|0
0|-0.34910048785958875|-0.7257009341520686|0
0|-0.34910048785958875|0.20072958145898004|0
0|-1.3997449109664217|-1.3453987077653666|0
0|-0.25358735848624026|-0.5811414900029471|0
1|-1.2087186522197249|-1.643557107653854|0
1|-1.3042317815930733|-1.591062618913316|0
0|-0.6356398759796341|-1.0800604450828912|0
1|-1.1132055228463764|-1.9897473423938328|0
0|-0.6356398759796341|0.17257770464561564|0
0|-0.5401267466062857|1.2995437127320209|1
1|-0.4446136172329372|-0.7257009341520686|0
0|-0.4446136172329372|-0.15238493358736943|0
1|-0.6356398759796341|0.028503661419228568|0
0|-1.6862842990864673|0.4713836341205812|0
0|-0.4446136172329372|-0.8007038516459645|0
1|-0.25358735848624026|0.20072958145898004|0
1|-0.9221792640996795|-1.1654762169400295|0
1|-1.3042317815930733|0.523340071980836|0
0|-1.7817974284598157|-1.4405748256992055|0
1|-0.826666134726331|-0.7257009341520686|0
1|-1.7817974284598157|0.1442113408250891|0
1|-0.9221792640996795|0.6503841854402429|0
1|-0.34910048785958875|-0.7257009341520686|0
0|-0.7311530053529826|0.39215171929487896|0
0|-1.6862842990864673|-0.997311667124656|0
1|-1.1132055228463764|0.4187397286636396|0
1|-0.25358735848624026|-1.643557107653854|0
1|-0.25358735848624026|-0.877705485168156|0
1|1.083596452740638|0.2564079856104718|0
0|0.12846515900715358|1.6531848243492782|1
0|0.3194914177538505|0.17257770464561564|0
0|1.9432146171007743|0.9403984433258759|1
0|0.8925701939939412|-0.5811414900029471|0
0|1.656675228980729|1.5722576771735655|1
0|1.3701358408606836|1.2343205284094985|0
0|0.22397828838050202|1.81122150856994|1
0|0.7970570646205928|-1.643557107653854|0
0|0.9880833233672897|0.8219471196863845|1
1|1.3701358408606836|1.9645293377130784|1
0|2.0387277464741227|-0.7629617907113324|0
1|-0.25358735848624026|-0.21483351666312644|0
1|0.8925701939939412|-0.7257009341520686|0
0|2.134240875847471|1.1010401864772905|1
1|1.083596452740638|-0.001009782433330805|0
1|0.22397828838050202|0.36538172303885347|0
0|0.7970570646205928|0.8219471196863845|0
1|2.0387277464741227|1.8306352228534357|1
0|0.3194914177538505|0.4187397286636396|0
1|-0.25358735848624026|0.7001222626281393|1
1|-0.06256109973954335|1.849975916837061|1
1|2.134240875847471|0.963706781553849|1
0|-0.25358735848624026|-0.15238493358736943|0
1|-0.06256109973954335|-0.3762244447559573|0
0|-0.15807422911289182|1.4899772471245742|1
1|1.7521883583540774|1.6330764536755351|1
0|0.22397828838050202|0.20072958145898004|0
0|0.415004547127199|0.4187397286636396|1
0|-0.25358735848624026|1.907567598184755|1
1|0.12846515900715358|-0.7629617907113324|0
1|0.22397828838050202|1.078442165184506|1
1|1.083596452740638|0.5746340747591703|1
0|0.03295202963380511|1.190323180870987|0
1|0.7970570646205928|0.39215171929487896|1
1|0.22397828838050202|-0.24649321020477474|0
0|-0.06256109973954335|0.4187397286636396|0
0|0.7970570646205928|0.4713836341205812|0
0|1.465648970234032|1.8306352228534357|1
1|0.415004547127199|1.9456108739093918|1
1|0.03295202963380511|-0.18346662545504122|0
0|1.1791095821139865|0.6252892058178371|1
0|1.7521883583540774|1.0099568377916117|1
0|0.3194914177538505|0.20072958145898004|0
0|1.2746227114873352|1.8884413458643392|1
0|-0.25358735848624026|-0.47702549141390754|0
0|1.8477014877274258|1.4062768312101839|1
1|0.3194914177538505|-0.40947490085868216|0
0|-0.25358735848624026|0.8458986686162165|1
0|0.6060308058738959|-0.877705485168156|0
1|-0.06256109973954335|-0.40947490085868216|0
0|0.9880833233672897|1.6531848243492782|1
0|-0.06256109973954335|1.8884413458643392|1
0|1.1791095821139865|-0.6889041651316449|0
0|1.3701358408606836|0.675327676844211|1
0|0.3194914177538505|0.20072958145898004|0
1|0.22397828838050202|-0.24649321020477474|0
0|1.9432146171007743|0.797860743904636|1
0|0.7015439352472443|1.5926138430632473|1
0|-0.25358735848624026|0.3384261368280103|0
1|-0.15807422911289182|1.849975916837061|1
0|1.656675228980729|1.4691879906791088|1
0|-0.25358735848624026|0.20072958145898004|0
1|0.9880833233672897|0.675327676844211|1
0|0.415004547127199|1.1010401864772905|1
1|0.22397828838050202|0.28394318056294604|0
1|-0.06256109973954335|0.2564079856104718|0
0|0.8925701939939412|1.849975916837061|1
1|0.22397828838050202|-0.12158115838448774|0
0|0.5105176765005474|1.6330764536755351|0
0|2.0387277464741227|0.31128123836745286|1
1|2.134240875847471|-0.7629617907113324|1
1|0.12846515900715358|1.0557300471380346|1
0|1.8477014877274258|-1.4405748256992055|1
1|1.8477014877274258|0.2564079856104718|1
1|0.03295202963380511|0.17257770464561564|0
1|1.083596452740638|0.6252892058178371|1
0|1.3701358408606836|-0.9170050190306042|1
0|1.1791095821139865|-0.997311667124656|1
0|2.0387277464741227|0.6252892058178371|1
1|-0.25358735848624026|-0.12158115838448774|0
1|-0.06256109973954335|0.1442113408250891|1
0|1.3701358408606836|-1.6973538560918544|1
1|0.9880833233672897|1.791733981140516|0
0|-0.06256109973954335|0.7492746912615305|1
0|-0.06256109973954335|-0.09104831898423221|0
0|0.9880833233672897|1.7328203747741724|1
1|0.3194914177538505|0.39215171929487896|0
0|-0.06256109973954335|0.36538172303885347|1
1|0.12846515900715358|1.6531848243492782|1
1|1.083596452740638|0.6503841854402429|1
1|1.656675228980729|-0.877705485168156|1
1|-0.06256109973954335|0.3384261368280103|0
0|-0.25358735848624026|-0.24649321020477474|0
0|-0.15807422911289182|-0.060779719182830434|0
1|0.415004547127199|0.22867153872189408|1
0|0.5105176765005474|1.190323180870987|1
1|0.7015439352472443|0.39215171929487896|0
1|0.7970570646205928|1.2995437127320209|1
0|1.9432146171007743|-0.9170050190306042|1
1|0.9880833233672897|0.2564079856104718|1
0|-0.06256109973954335|1.7130293747195209|1
1|-0.06256109973954335|0.39215171929487896|1
0|0.22397828838050202|-0.15238493358736943|0
1|0.415004547127199|-0.3433103707677001|0
0|1.2746227114873352|1.6531848243492782|0
0|0.8925701939939412|1.2123743086857794|1
1|-0.15807422911289182|1.4691879906791088|1
0|0.03295202963380511|-0.47702549141390754|0
0|0.415004547127199|0.1442113408250891|0
1|0.12846515900715358|0.8219471196863845|1
0|0.03295202963380511|-0.47702549141390754|0
0|1.083596452740638|1.791733981140516|1
0|0.12846515900715358|0.39215171929487896|0
0|0.12846515900715358|0.28394318056294604|1
0|1.5611620996073805|1.0099568377916117|1
1|-0.25358735848624026|-0.3107231393860048|0
1|0.7015439352472443|-1.1654762169400295|1
1|-0.15807422911289182|-0.15238493358736943|0
0|1.3701358408606836|1.7328203747741724|1
0|1.465648970234032|0.4713836341205812|1
1|0.3194914177538505|-0.40947490085868216|0
0|0.9880833233672897|-1.2538201979755998|1
0|0.9880833233672897|1.5926138430632473|1
0|0.3194914177538505|-0.15238493358736943|0
1|0.3194914177538505|0.20072958145898004|0
0|0.415004547127199|0.28394318056294604|0
1|-0.15807422911289182|1.321084121944176|1
0|0.8925701939939412|1.078442165184506|1
1|0.03295202963380511|-0.44307174684437006|0
0|0.9880833233672897|1.3425263853351959|1
1|0.415004547127199|-0.001009782433330805|0
1|0.22397828838050202|-0.001009782433330805|0
1|1.8477014877274258|-0.15238493358736943|1
0|-0.15807422911289182|-0.3433103707677001|0
1|1.9432146171007743|1.849975916837061|1
1|-0.25358735848624026|0.39215171929487896|0
0|0.03295202963380511|-0.3107231393860048|0
1|0.12846515900715358|1.4062768312101839|1
0|1.465648970234032|1.0099568377916117|1
1|-0.25358735848624026|0.28394318056294604|0
0|0.03295202963380511|-0.001009782433330805|0
0|0.8925701939939412|-0.44307174684437006|1
1|0.8925701939939412|1.032902171654705|1
0|0.3194914177538505|-0.060779719182830434|0
1|1.465648970234032|0.20072958145898004|1
0|1.5611620996073805|1.1010401864772905|1
1|0.12846515900715358|0.3384261368280103|0
1|0.03295202963380511|-0.12158115838448774|0
0|0.03295202963380511|1.2123743086857794|1
1|-0.06256109973954335|0.28394318056294604|0
0|0.415004547127199|0.675327676844211|1
0|-0.06256109973954335|-0.24649321020477474|0
1|-0.15807422911289182|0.8934057633090349|1
1|2.134240875847471|-1.0800604450828912|1
1|1.5611620996073805|0.1442113408250891|1
0|0.3194914177538505|0.20072958145898004|0
1|0.22397828838050202|0.17257770464561564|1
1|0.415004547127199|-0.3433103707677001|0
1|0.5105176765005474|1.5518169555518158|1
0|1.465648970234032|-1.0800604450828912|1
0|0.8925701939939412|-0.47702549141390754|1
0|0.415004547127199|0.39215171929487896|0
1|0.415004547127199|1.0099568377916117|1
0|2.0387277464741227|-1.299183935845121|1
0|1.9432146171007743|-0.5811414900029471|1
1|0.7970570646205928|0.6252892058178371|1
1|0.03295202963380511|0.17257770464561564|0
0|1.5611620996073805|-1.4405748256992055|1
0|2.134240875847471|-0.6166392549833206|1
1|2.134240875847471|0.49744618607075153|1
0|0.12846515900715358|0.22867153872189408|0
1|2.0387277464741227|1.5722576771735655|1
0|-0.06256109973954335|0.4187397286636396|0
0|0.7970570646205928|-1.1654762169400295|1
0|0.7970570646205928|0.2564079856104718|0
0|0.415004547127199|-0.3762244447559573|0
1|0.3194914177538505|0.6000400806355956|1
0|1.9432146171007743|-1.591062618913316|1
1|0.415004547127199|-0.03076893151074869|0
1|0.9880833233672897|-1.1224195736009757|1
0|0.6060308058738959|1.7525342435785718|1
1|1.083596452740638|-1.3453987077653666|1
0|1.8477014877274258|-1.1224195736009757|1
1|1.7521883583540774|-0.15238493358736943|1
0|1.083596452740638|-0.877705485168156|1
1|0.12846515900715358|0.17257770464561564|0
1|0.8925701939939412|-1.0800604450828912|1
0|0.9880833233672897|-1.0383675010072633|1
1|0.9880833233672897|-1.1224195736009757|1
1|0.8925701939939412|-1.591062618913316|1
0|0.7015439352472443|-0.6525553486936715|1
1|2.134240875847471|-0.7629617907113324|1
0|0.12846515900715358|-0.18346662545504122|0
0|0.7970570646205928|-0.8007038516459645|1
1|1.2746227114873352|-1.591062618913316|1
0|1.1791095821139865|-1.7525496007164285|1
1|-0.15807422911289182|-1.1224195736009757|0
0|1.083596452740638|-0.997311667124656|1
